reading_id,rfid_tag,device_id,data_type,data_value,timestamp,gps_lat,gps_lng,temperature_c
RDG-TMP-0071,RFID-014,TMP600,Temperature,6.6,2026-05-05 10:00:00,,,6.6
RDG-RFD-0034,RFID-008,RFD242,RFID,VERIFIED,2026-05-05 10:00:00,,,
RDG-TMP-0150,RFID-035,TMP548,Temperature,6.3,2026-05-05 11:00:00,,,6.3
RDG-GPS-0046,RFID-006,GPS402,GPS,"14.550768,121.009026",2026-05-05 11:00:00,14.550768,121.009026,
RDG-TMP-0086,RFID-021,TMP540,Temperature,3.4,2026-05-05 11:00:00,,,3.4
RDG-GPS-0278,RFID-035,GPS199,GPS,"14.381836,121.043262",2026-05-05 11:00:00,14.381836,121.043262,
RDG-GPS-0166,RFID-021,GPS564,GPS,"14.588353,121.094099",2026-05-05 11:00:00,14.588353,121.094099,
RDG-GPS-0315,RFID-040,GPS217,GPS,"14.594677,121.044224",2026-05-05 11:00:00,14.594677,121.044224,
RDG-RFD-0023,RFID-006,RFD592,RFID,FLAGGED,2026-05-05 11:00:00,,,
RDG-GPS-0228,RFID-029,GPS877,GPS,"14.633985,121.026694",2026-05-05 11:00:00,14.633985,121.026694,
RDG-TMP-0113,RFID-028,TMP709,Temperature,6.6,2026-05-05 12:00:00,,,6.6
RDG-GPS-0145,RFID-019,GPS646,GPS,"14.592144,120.966715",2026-05-05 12:00:00,14.592144,120.966715,
RDG-GPS-0120,RFID-015,GPS376,GPS,"14.53398,121.104147",2026-05-05 12:00:00,14.53398,121.104147,
RDG-RFD-0213,RFID-047,RFD557,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-RFD-0124,RFID-029,RFD926,RFID,FLAGGED,2026-05-05 12:00:00,,,
RDG-RFD-0146,RFID-033,RFD175,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-GPS-0258,RFID-033,GPS693,GPS,"14.619836,121.061411",2026-05-05 12:00:00,14.619836,121.061411,
RDG-GPS-0129,RFID-017,GPS382,GPS,"14.698032,120.980118",2026-05-05 12:00:00,14.698032,120.980118,
RDG-RFD-0087,RFID-021,RFD220,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-RFD-0070,RFID-017,RFD402,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-RFD-0158,RFID-035,RFD406,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-GPS-0376,RFID-047,GPS693,GPS,"14.649795,121.125074",2026-05-05 12:00:00,14.649795,121.125074,
RDG-RFD-0062,RFID-015,RFD476,RFID,FLAGGED,2026-05-05 12:00:00,,,
RDG-RFD-0120,RFID-028,RFD889,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-TMP-0072,RFID-014,TMP602,Temperature,5.9,2026-05-05 12:00:00,,,5.9
RDG-RFD-0099,RFID-023,RFD686,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-TMP-0224,RFID-047,TMP645,Temperature,3.1,2026-05-05 12:00:00,,,3.1
RDG-RFD-0078,RFID-019,RFD722,RFID,FLAGGED,2026-05-05 12:00:00,,,
RDG-GPS-0217,RFID-028,GPS495,GPS,"14.680523,120.991141",2026-05-05 12:00:00,14.680523,120.991141,
RDG-GPS-0112,RFID-014,GPS970,GPS,"6.86439,122.103348",2026-05-05 12:00:00,6.86439,122.103348,
RDG-RFD-0058,RFID-014,RFD627,RFID,VERIFIED,2026-05-05 12:00:00,,,
RDG-GPS-0047,RFID-006,GPS780,GPS,"14.567356,120.991727",2026-05-05 13:00:00,14.567356,120.991727,
RDG-TMP-0151,RFID-035,TMP170,Temperature,7.0,2026-05-05 13:00:00,,,7.0
RDG-TMP-0087,RFID-021,TMP209,Temperature,3.8,2026-05-05 13:00:00,,,3.8
RDG-GPS-0279,RFID-035,GPS497,GPS,"14.37808,121.050755",2026-05-05 13:00:00,14.37808,121.050755,
RDG-GPS-0229,RFID-029,GPS732,GPS,"14.590223,121.018787",2026-05-05 13:00:00,14.590223,121.018787,
RDG-GPS-0167,RFID-021,GPS370,GPS,"14.566647,121.050242",2026-05-05 13:00:00,14.566647,121.050242,
RDG-GPS-0316,RFID-040,GPS887,GPS,"14.635765,121.022463",2026-05-05 13:00:00,14.635765,121.022463,
RDG-GPS-0130,RFID-017,GPS295,GPS,"14.669622,120.963963",2026-05-05 14:00:00,14.669622,120.963963,
RDG-RFD-0180,RFID-040,RFD504,RFID,VERIFIED,2026-05-05 14:00:00,,,
RDG-TMP-0114,RFID-028,TMP130,Temperature,6.6,2026-05-05 14:00:00,,,6.6
RDG-RFD-0035,RFID-008,RFD105,RFID,VERIFIED,2026-05-05 14:00:00,,,
RDG-GPS-0218,RFID-028,GPS767,GPS,"14.697841,120.992525",2026-05-05 14:00:00,14.697841,120.992525,
RDG-GPS-0146,RFID-019,GPS155,GPS,"14.563744,120.962594",2026-05-05 14:00:00,14.563744,120.962594,
RDG-GPS-0259,RFID-033,GPS402,GPS,"14.612972,121.017798",2026-05-05 14:00:00,14.612972,121.017798,
RDG-TMP-0153,RFID-036,TMP410,Temperature,12.3,2026-05-05 15:00:00,,,12.3
RDG-GPS-0280,RFID-035,GPS860,GPS,"14.403164,121.067049",2026-05-05 15:00:00,14.403164,121.067049,
RDG-GPS-0230,RFID-029,GPS394,GPS,"14.551128,121.028473",2026-05-05 15:00:00,14.551128,121.028473,
RDG-GPS-0168,RFID-021,GPS777,GPS,"14.680183,121.092506",2026-05-05 15:00:00,14.680183,121.092506,
RDG-TMP-0088,RFID-021,TMP346,Temperature,3.0,2026-05-05 15:00:00,,,3.0
RDG-RFD-0161,RFID-036,RFD371,RFID,VERIFIED,2026-05-05 15:00:00,,,
RDG-TMP-0152,RFID-035,TMP518,Temperature,6.8,2026-05-05 15:00:00,,,6.8
RDG-GPS-0281,RFID-036,GPS701,GPS,"14.469648,120.984019",2026-05-05 15:00:00,14.469648,120.984019,
RDG-GPS-0048,RFID-006,GPS278,GPS,"14.607936,121.044032",2026-05-05 15:00:00,14.607936,121.044032,
RDG-RFD-0088,RFID-021,RFD820,RFID,VERIFIED,2026-05-05 15:00:00,,,
RDG-RFD-0024,RFID-006,RFD205,RFID,VERIFIED,2026-05-05 15:00:00,,,
RDG-GPS-0317,RFID-040,GPS540,GPS,"14.604448,121.036378",2026-05-05 15:00:00,14.604448,121.036378,
RDG-GPS-0260,RFID-033,GPS305,GPS,"14.5967,121.033536",2026-05-05 16:00:00,14.5967,121.033536,
RDG-GPS-0131,RFID-017,GPS600,GPS,"14.626647,120.986607",2026-05-05 16:00:00,14.626647,120.986607,
RDG-RFD-0159,RFID-035,RFD477,RFID,VERIFIED,2026-05-05 16:00:00,,,
RDG-GPS-0219,RFID-028,GPS137,GPS,"14.686082,120.966104",2026-05-05 16:00:00,14.686082,120.966104,
RDG-GPS-0377,RFID-048,GPS678,GPS,"14.476591,121.068215",2026-05-05 16:00:00,14.476591,121.068215,
RDG-RFD-0125,RFID-029,RFD174,RFID,VERIFIED,2026-05-05 16:00:00,,,
RDG-GPS-0147,RFID-019,GPS229,GPS,"14.583307,121.020527",2026-05-05 16:00:00,14.583307,121.020527,
RDG-TMP-0225,RFID-048,TMP431,Temperature,-17.8,2026-05-05 16:00:00,,,-17.8
RDG-RFD-0214,RFID-047,RFD409,RFID,VERIFIED,2026-05-05 16:00:00,,,
RDG-TMP-0115,RFID-028,TMP561,Temperature,6.7,2026-05-05 16:00:00,,,6.7
RDG-RFD-0147,RFID-033,RFD882,RFID,VERIFIED,2026-05-05 17:00:00,,,
RDG-TMP-0154,RFID-036,TMP832,Temperature,13.3,2026-05-05 17:00:00,,,13.3
RDG-RFD-0063,RFID-015,RFD861,RFID,VERIFIED,2026-05-05 17:00:00,,,
RDG-GPS-0231,RFID-029,GPS544,GPS,"14.646885,121.040705",2026-05-05 17:00:00,14.646885,121.040705,
RDG-RFD-0126,RFID-029,RFD525,RFID,FLAGGED,2026-05-05 17:00:00,,,
RDG-GPS-0318,RFID-040,GPS447,GPS,"14.593298,120.965135",2026-05-05 17:00:00,14.593298,120.965135,
RDG-RFD-0181,RFID-040,RFD923,RFID,VERIFIED,2026-05-05 17:00:00,,,
RDG-RFD-0025,RFID-006,RFD881,RFID,VERIFIED,2026-05-05 17:00:00,,,
RDG-GPS-0282,RFID-036,GPS524,GPS,"14.47687,120.949995",2026-05-05 17:00:00,14.47687,120.949995,
RDG-RFD-0121,RFID-028,RFD885,RFID,VERIFIED,2026-05-05 18:00:00,,,
RDG-GPS-0148,RFID-019,GPS205,GPS,"14.568644,121.018808",2026-05-05 18:00:00,14.568644,121.018808,
RDG-GPS-0132,RFID-017,GPS587,GPS,"14.677646,120.940932",2026-05-05 18:00:00,14.677646,120.940932,
RDG-RFD-0071,RFID-017,RFD834,RFID,VERIFIED,2026-05-05 18:00:00,,,
RDG-GPS-0378,RFID-048,GPS430,GPS,"14.510042,121.072482",2026-05-05 18:00:00,14.510042,121.072482,
RDG-TMP-0226,RFID-048,TMP686,Temperature,-18.8,2026-05-05 18:00:00,,,-18.8
RDG-GPS-0261,RFID-033,GPS474,GPS,"14.564787,121.033255",2026-05-05 18:00:00,14.564787,121.033255,
RDG-GPS-0220,RFID-028,GPS439,GPS,"14.589625,121.016393",2026-05-05 18:00:00,14.589625,121.016393,
RDG-RFD-0215,RFID-048,RFD809,RFID,VERIFIED,2026-05-05 18:00:00,,,
RDG-TMP-0116,RFID-028,TMP484,Temperature,4.1,2026-05-05 18:00:00,,,4.1
RDG-RFD-0079,RFID-019,RFD168,RFID,FLAGGED,2026-05-05 19:00:00,,,
RDG-TMP-0155,RFID-036,TMP559,Temperature,12.8,2026-05-05 19:00:00,,,12.8
RDG-GPS-0283,RFID-036,GPS730,GPS,"14.470778,121.022455",2026-05-05 19:00:00,14.470778,121.022455,
RDG-GPS-0232,RFID-029,GPS820,GPS,"14.647834,121.042737",2026-05-05 19:00:00,14.647834,121.042737,
RDG-GPS-0319,RFID-040,GPS847,GPS,"14.629713,120.974616",2026-05-05 19:00:00,14.629713,120.974616,
RDG-RFD-0160,RFID-035,RFD526,RFID,VERIFIED,2026-05-05 19:00:00,,,
RDG-GPS-0249,RFID-032,GPS505,GPS,"14.555294,121.035204",2026-05-05 20:00:00,14.555294,121.035204,
RDG-TMP-0117,RFID-028,TMP776,Temperature,6.1,2026-05-05 20:00:00,,,6.1
RDG-GPS-0149,RFID-019,GPS580,GPS,"14.569015,120.993678",2026-05-05 20:00:00,14.569015,120.993678,
RDG-GPS-0133,RFID-017,GPS911,GPS,"14.690762,120.968282",2026-05-05 20:00:00,14.690762,120.968282,
RDG-GPS-0379,RFID-048,GPS254,GPS,"14.54621,121.034579",2026-05-05 20:00:00,14.54621,121.034579,
RDG-RFD-0089,RFID-021,RFD726,RFID,FLAGGED,2026-05-05 20:00:00,,,
RDG-TMP-0097,RFID-025,TMP544,Temperature,9.5,2026-05-05 20:00:00,,,9.5
RDG-RFD-0182,RFID-040,RFD394,RFID,VERIFIED,2026-05-05 20:00:00,,,
RDG-RFD-0162,RFID-036,RFD697,RFID,VERIFIED,2026-05-05 20:00:00,,,
RDG-GPS-0221,RFID-028,GPS550,GPS,"14.65297,121.010562",2026-05-05 20:00:00,14.65297,121.010562,
RDG-GPS-0193,RFID-025,GPS610,GPS,"14.461844,121.062263",2026-05-05 20:00:00,14.461844,121.062263,
RDG-TMP-0227,RFID-048,TMP795,Temperature,-16.6,2026-05-05 20:00:00,,,-16.6
RDG-RFD-0148,RFID-033,RFD738,RFID,VERIFIED,2026-05-05 20:00:00,,,
RDG-GPS-0262,RFID-033,GPS950,GPS,"14.5922,121.057992",2026-05-05 20:00:00,14.5922,121.057992,
RDG-TMP-0156,RFID-036,TMP510,Temperature,13.0,2026-05-05 21:00:00,,,13.0
RDG-RFD-0080,RFID-019,RFD475,RFID,VERIFIED,2026-05-05 21:00:00,,,
RDG-RFD-0216,RFID-048,RFD221,RFID,FLAGGED,2026-05-05 21:00:00,,,
RDG-GPS-0284,RFID-036,GPS133,GPS,"14.44874,121.038781",2026-05-05 21:00:00,14.44874,121.038781,
RDG-RFD-0140,RFID-032,RFD461,RFID,FLAGGED,2026-05-05 21:00:00,,,
RDG-RFD-0064,RFID-015,RFD495,RFID,VERIFIED,2026-05-05 21:00:00,,,
RDG-GPS-0320,RFID-040,GPS781,GPS,"14.555309,120.969876",2026-05-05 21:00:00,14.555309,120.969876,
RDG-TMP-0073,RFID-018,TMP460,Temperature,-17.1,2026-05-05 21:00:00,,,-17.1
RDG-GPS-0137,RFID-018,GPS438,GPS,"14.69255,121.004594",2026-05-05 21:00:00,14.69255,121.004594,
RDG-GPS-0194,RFID-025,GPS308,GPS,"14.449684,121.068856",2026-05-05 22:00:00,14.449684,121.068856,
RDG-GPS-0134,RFID-017,GPS514,GPS,"14.631939,120.950924",2026-05-05 22:00:00,14.631939,120.950924,
RDG-GPS-0222,RFID-028,GPS115,GPS,"14.564971,121.017473",2026-05-05 22:00:00,14.564971,121.017473,
RDG-TMP-0118,RFID-028,TMP402,Temperature,6.6,2026-05-05 22:00:00,,,6.6
RDG-GPS-0250,RFID-032,GPS802,GPS,"14.589634,121.00015",2026-05-05 22:00:00,14.589634,121.00015,
RDG-TMP-0098,RFID-025,TMP978,Temperature,4.0,2026-05-05 22:00:00,,,4.0
RDG-RFD-0026,RFID-006,RFD625,RFID,VERIFIED,2026-05-05 22:00:00,,,
RDG-TMP-0228,RFID-048,TMP868,Temperature,-19.5,2026-05-05 22:00:00,,,-19.5
RDG-RFD-0149,RFID-033,RFD199,RFID,FLAGGED,2026-05-05 22:00:00,,,
RDG-GPS-0150,RFID-019,GPS152,GPS,"14.5065,120.963085",2026-05-05 22:00:00,14.5065,120.963085,
RDG-GPS-0380,RFID-048,GPS746,GPS,"14.517805,121.016778",2026-05-05 22:00:00,14.517805,121.016778,
RDG-RFD-0105,RFID-025,RFD560,RFID,VERIFIED,2026-05-05 22:00:00,,,
RDG-GPS-0263,RFID-033,GPS593,GPS,"14.543112,121.045376",2026-05-05 22:00:00,14.543112,121.045376,
RDG-GPS-0138,RFID-018,GPS413,GPS,"14.649452,120.978175",2026-05-05 23:00:00,14.649452,120.978175,
RDG-RFD-0183,RFID-040,RFD552,RFID,VERIFIED,2026-05-05 23:00:00,,,
RDG-GPS-0285,RFID-036,GPS555,GPS,"14.479599,120.969898",2026-05-05 23:00:00,14.479599,120.969898,
RDG-TMP-0074,RFID-018,TMP600,Temperature,-13.8,2026-05-05 23:00:00,,,-13.8
RDG-RFD-0072,RFID-017,RFD554,RFID,FLAGGED,2026-05-05 23:00:00,,,
RDG-TMP-0157,RFID-036,TMP990,Temperature,13.8,2026-05-05 23:00:00,,,13.8
RDG-RFD-0122,RFID-028,RFD131,RFID,VERIFIED,2026-05-05 23:00:00,,,
RDG-GPS-0135,RFID-017,GPS695,GPS,"14.703436,120.954421",2026-05-06 00:00:00,14.703436,120.954421,
RDG-TMP-0099,RFID-025,TMP143,Temperature,7.4,2026-05-06 00:00:00,,,7.4
RDG-TMP-0119,RFID-028,TMP184,Temperature,6.3,2026-05-06 00:00:00,,,6.3
RDG-GPS-0195,RFID-025,GPS394,GPS,"14.390991,120.998816",2026-05-06 00:00:00,14.390991,120.998816,
RDG-GPS-0151,RFID-019,GPS216,GPS,"14.460762,121.007929",2026-05-06 00:00:00,14.460762,121.007929,
RDG-TMP-0229,RFID-048,TMP383,Temperature,-16.3,2026-05-06 00:00:00,,,-16.3
RDG-RFD-0073,RFID-018,RFD990,RFID,FLAGGED,2026-05-06 00:00:00,,,
RDG-GPS-0381,RFID-048,GPS157,GPS,"14.518153,120.995382",2026-05-06 00:00:00,14.518153,120.995382,
RDG-GPS-0223,RFID-028,GPS770,GPS,"14.616244,120.970712",2026-05-06 00:00:00,14.616244,120.970712,
RDG-RFD-0141,RFID-032,RFD606,RFID,FLAGGED,2026-05-06 00:00:00,,,
RDG-RFD-0127,RFID-029,RFD448,RFID,VERIFIED,2026-05-06 00:00:00,,,
RDG-GPS-0251,RFID-032,GPS720,GPS,"14.649103,121.032275",2026-05-06 00:00:00,14.649103,121.032275,
RDG-GPS-0264,RFID-033,GPS991,GPS,"14.610938,120.970814",2026-05-06 00:00:00,14.610938,120.970814,
RDG-TMP-0075,RFID-018,TMP757,Temperature,-13.3,2026-05-06 01:00:00,,,-13.3
RDG-TMP-0158,RFID-036,TMP909,Temperature,13.1,2026-05-06 01:00:00,,,13.1
RDG-GPS-0286,RFID-036,GPS201,GPS,"14.50827,121.038259",2026-05-06 01:00:00,14.50827,121.038259,
RDG-GPS-0139,RFID-018,GPS297,GPS,"14.603683,120.947666",2026-05-06 01:00:00,14.603683,120.947666,
RDG-GPS-0382,RFID-048,GPS572,GPS,"14.537109,120.973362",2026-05-06 02:00:00,14.537109,120.973362,
RDG-RFD-0128,RFID-029,RFD835,RFID,VERIFIED,2026-05-06 02:00:00,,,
RDG-GPS-0152,RFID-019,GPS175,GPS,"14.494612,120.954571",2026-05-06 02:00:00,14.494612,120.954571,
RDG-TMP-0230,RFID-048,TMP986,Temperature,-19.5,2026-05-06 02:00:00,,,-19.5
RDG-RFD-0081,RFID-019,RFD680,RFID,VERIFIED,2026-05-06 02:00:00,,,
RDG-RFD-0163,RFID-036,RFD744,RFID,FLAGGED,2026-05-06 02:00:00,,,
RDG-TMP-0100,RFID-025,TMP808,Temperature,7.4,2026-05-06 02:00:00,,,7.4
RDG-GPS-0196,RFID-025,GPS224,GPS,"14.38524,121.048396",2026-05-06 02:00:00,14.38524,121.048396,
RDG-GPS-0252,RFID-032,GPS393,GPS,"14.654874,121.009555",2026-05-06 02:00:00,14.654874,121.009555,
RDG-GPS-0224,RFID-028,GPS900,GPS,"14.629996,120.940483",2026-05-06 02:00:00,14.629996,120.940483,
RDG-GPS-0136,RFID-017,GPS452,GPS,"14.675202,120.981447",2026-05-06 02:00:00,14.675202,120.981447,
RDG-TMP-0120,RFID-028,TMP902,Temperature,4.3,2026-05-06 02:00:00,,,4.3
RDG-GPS-0089,RFID-012,GPS917,GPS,"14.613086,121.032187",2026-05-06 02:00:00,14.613086,121.032187,
RDG-TMP-0161,RFID-038,TMP780,Temperature,4.7,2026-05-06 03:00:00,,,4.7
RDG-RFD-0074,RFID-018,RFD545,RFID,VERIFIED,2026-05-06 03:00:00,,,
RDG-RFD-0217,RFID-048,RFD515,RFID,VERIFIED,2026-05-06 03:00:00,,,
RDG-GPS-0287,RFID-036,GPS760,GPS,"14.51395,120.993991",2026-05-06 03:00:00,14.51395,120.993991,
RDG-RFD-0169,RFID-038,RFD631,RFID,VERIFIED,2026-05-06 03:00:00,,,
RDG-TMP-0076,RFID-018,TMP959,Temperature,-17.9,2026-05-06 03:00:00,,,-17.9
RDG-RFD-0106,RFID-025,RFD452,RFID,VERIFIED,2026-05-06 03:00:00,,,
RDG-TMP-0017,RFID-004,TMP995,Temperature,16.9,2026-05-06 03:00:00,,,16.9
RDG-GPS-0025,RFID-004,GPS373,GPS,"14.547006,121.088675",2026-05-06 03:00:00,14.547006,121.088675,
RDG-TMP-0159,RFID-036,TMP931,Temperature,13.4,2026-05-06 03:00:00,,,13.4
RDG-TMP-0009,RFID-002,TMP174,Temperature,-27.3,2026-05-06 03:00:00,,,-27.3
RDG-GPS-0140,RFID-018,GPS880,GPS,"14.574369,121.012688",2026-05-06 03:00:00,14.574369,121.012688,
RDG-GPS-0297,RFID-038,GPS233,GPS,"7.047727,125.648403",2026-05-06 03:00:00,7.047727,125.648403,
RDG-GPS-0009,RFID-002,GPS949,GPS,"14.36288,121.063428",2026-05-06 03:00:00,14.36288,121.063428,
RDG-GPS-0383,RFID-048,GPS951,GPS,"14.561149,120.96966",2026-05-06 04:00:00,14.561149,120.96966,
RDG-GPS-0090,RFID-012,GPS578,GPS,"14.591517,120.974547",2026-05-06 04:00:00,14.591517,120.974547,
RDG-GPS-0197,RFID-025,GPS918,GPS,"14.321458,121.034431",2026-05-06 04:00:00,14.321458,121.034431,
RDG-TMP-0231,RFID-048,TMP429,Temperature,-15.6,2026-05-06 04:00:00,,,-15.6
RDG-GPS-0253,RFID-032,GPS921,GPS,"14.667017,120.94064",2026-05-06 04:00:00,14.667017,120.94064,
RDG-TMP-0101,RFID-025,TMP147,Temperature,4.9,2026-05-06 04:00:00,,,4.9
RDG-GPS-0010,RFID-002,GPS889,GPS,"14.401497,121.000355",2026-05-06 05:00:00,14.401497,121.000355,
RDG-GPS-0288,RFID-036,GPS294,GPS,"14.454367,121.001614",2026-05-06 05:00:00,14.454367,121.001614,
RDG-TMP-0077,RFID-018,TMP784,Temperature,-16.2,2026-05-06 05:00:00,,,-16.2
RDG-TMP-0177,RFID-041,TMP763,Temperature,6.5,2026-05-06 05:00:00,,,6.5
RDG-RFD-0107,RFID-025,RFD898,RFID,VERIFIED,2026-05-06 05:00:00,,,
RDG-GPS-0141,RFID-018,GPS856,GPS,"14.576102,120.960354",2026-05-06 05:00:00,14.576102,120.960354,
RDG-RFD-0047,RFID-012,RFD144,RFID,VERIFIED,2026-05-06 05:00:00,,,
RDG-TMP-0162,RFID-038,TMP145,Temperature,3.3,2026-05-06 05:00:00,,,3.3
RDG-GPS-0097,RFID-013,GPS531,GPS,"14.336126,121.10342",2026-05-06 05:00:00,14.336126,121.10342,
RDG-GPS-0298,RFID-038,GPS212,GPS,"8.170536,124.972151",2026-05-06 05:00:00,8.170536,124.972151,
RDG-TMP-0018,RFID-004,TMP456,Temperature,13.3,2026-05-06 05:00:00,,,13.3
RDG-TMP-0160,RFID-036,TMP187,Temperature,13.3,2026-05-06 05:00:00,,,13.3
RDG-GPS-0026,RFID-004,GPS491,GPS,"14.472391,121.073185",2026-05-06 05:00:00,14.472391,121.073185,
RDG-TMP-0057,RFID-013,TMP590,Temperature,-25.0,2026-05-06 05:00:00,,,-25.0
RDG-GPS-0321,RFID-041,GPS803,GPS,"14.395489,120.895359",2026-05-06 05:00:00,14.395489,120.895359,
RDG-TMP-0010,RFID-002,TMP165,Temperature,-27.0,2026-05-06 05:00:00,,,-27.0
RDG-GPS-0254,RFID-032,GPS735,GPS,"14.633761,120.972648",2026-05-06 06:00:00,14.633761,120.972648,
RDG-RFD-0012,RFID-004,RFD285,RFID,FLAGGED,2026-05-06 06:00:00,,,
RDG-TMP-0232,RFID-048,TMP792,Temperature,-17.0,2026-05-06 06:00:00,,,-17.0
RDG-TMP-0102,RFID-025,TMP387,Temperature,6.1,2026-05-06 06:00:00,,,6.1
RDG-RFD-0218,RFID-049,RFD402,RFID,VERIFIED,2026-05-06 06:00:00,,,
RDG-TMP-0233,RFID-049,TMP747,Temperature,12.3,2026-05-06 06:00:00,,,12.3
RDG-GPS-0361,RFID-046,GPS826,GPS,"14.753176,121.00344",2026-05-06 06:00:00,14.753176,121.00344,
RDG-GPS-0091,RFID-012,GPS646,GPS,"14.619926,121.048858",2026-05-06 06:00:00,14.619926,121.048858,
RDG-GPS-0198,RFID-025,GPS664,GPS,"14.319644,120.980124",2026-05-06 06:00:00,14.319644,120.980124,
RDG-RFD-0164,RFID-036,RFD797,RFID,FLAGGED,2026-05-06 06:00:00,,,
RDG-TMP-0209,RFID-046,TMP272,Temperature,13.1,2026-05-06 06:00:00,,,13.1
RDG-RFD-0005,RFID-002,RFD118,RFID,VERIFIED,2026-05-06 06:00:00,,,
RDG-GPS-0385,RFID-049,GPS493,GPS,"14.35743,121.045808",2026-05-06 06:00:00,14.35743,121.045808,
RDG-GPS-0384,RFID-048,GPS975,GPS,"14.558708,121.026467",2026-05-06 06:00:00,14.558708,121.026467,
RDG-RFD-0206,RFID-046,RFD909,RFID,VERIFIED,2026-05-06 06:00:00,,,
RDG-RFD-0050,RFID-013,RFD743,RFID,VERIFIED,2026-05-06 06:00:00,,,
RDG-TMP-0078,RFID-018,TMP240,Temperature,-16.0,2026-05-06 07:00:00,,,-16.0
RDG-GPS-0322,RFID-041,GPS951,GPS,"14.475241,120.83637",2026-05-06 07:00:00,14.475241,120.83637,
RDG-GPS-0027,RFID-004,GPS327,GPS,"14.53956,121.084374",2026-05-06 07:00:00,14.53956,121.084374,
RDG-TMP-0011,RFID-002,TMP170,Temperature,-29.9,2026-05-06 07:00:00,,,-29.9
RDG-GPS-0142,RFID-018,GPS878,GPS,"14.519777,121.016459",2026-05-06 07:00:00,14.519777,121.016459,
RDG-RFD-0075,RFID-018,RFD910,RFID,VERIFIED,2026-05-06 07:00:00,,,
RDG-RFD-0142,RFID-032,RFD108,RFID,VERIFIED,2026-05-06 07:00:00,,,
RDG-TMP-0058,RFID-013,TMP820,Temperature,-28.6,2026-05-06 07:00:00,,,-28.6
RDG-TMP-0178,RFID-041,TMP858,Temperature,6.4,2026-05-06 07:00:00,,,6.4
RDG-GPS-0011,RFID-002,GPS265,GPS,"14.402939,121.09798",2026-05-06 07:00:00,14.402939,121.09798,
RDG-GPS-0098,RFID-013,GPS119,GPS,"14.351156,121.011848",2026-05-06 07:00:00,14.351156,121.011848,
RDG-GPS-0299,RFID-038,GPS115,GPS,"9.279134,124.237178",2026-05-06 07:00:00,9.279134,124.237178,
RDG-TMP-0163,RFID-038,TMP762,Temperature,3.3,2026-05-06 07:00:00,,,3.3
RDG-TMP-0019,RFID-004,TMP502,Temperature,17.0,2026-05-06 07:00:00,,,17.0
RDG-RFD-0170,RFID-038,RFD778,RFID,VERIFIED,2026-05-06 08:00:00,,,
RDG-RFD-0165,RFID-036,RFD817,RFID,FLAGGED,2026-05-06 08:00:00,,,
RDG-GPS-0255,RFID-032,GPS885,GPS,"14.632677,120.975901",2026-05-06 08:00:00,14.632677,120.975901,
RDG-TMP-0234,RFID-049,TMP562,Temperature,12.8,2026-05-06 08:00:00,,,12.8
RDG-GPS-0092,RFID-012,GPS677,GPS,"14.507554,120.982931",2026-05-06 08:00:00,14.507554,120.982931,
RDG-GPS-0199,RFID-025,GPS330,GPS,"14.274225,120.997942",2026-05-06 08:00:00,14.274225,120.997942,
RDG-RFD-0184,RFID-041,RFD947,RFID,FLAGGED,2026-05-06 08:00:00,,,
RDG-GPS-0362,RFID-046,GPS514,GPS,"14.730928,120.985194",2026-05-06 08:00:00,14.730928,120.985194,
RDG-GPS-0386,RFID-049,GPS910,GPS,"14.426928,121.038817",2026-05-06 08:00:00,14.426928,121.038817,
RDG-TMP-0103,RFID-025,TMP133,Temperature,5.4,2026-05-06 08:00:00,,,5.4
RDG-RFD-0143,RFID-032,RFD370,RFID,VERIFIED,2026-05-06 08:00:00,,,
RDG-RFD-0013,RFID-004,RFD144,RFID,VERIFIED,2026-05-06 08:00:00,,,
RDG-TMP-0210,RFID-046,TMP891,Temperature,13.1,2026-05-06 08:00:00,,,13.1
RDG-GPS-0028,RFID-004,GPS458,GPS,"14.468172,121.085817",2026-05-06 09:00:00,14.468172,121.085817,
RDG-TMP-0179,RFID-041,TMP263,Temperature,2.3,2026-05-06 09:00:00,,,2.3
RDG-GPS-0099,RFID-013,GPS458,GPS,"14.41846,121.004223",2026-05-06 09:00:00,14.41846,121.004223,
RDG-GPS-0012,RFID-002,GPS537,GPS,"14.480009,121.055168",2026-05-06 09:00:00,14.480009,121.055168,
RDG-TMP-0164,RFID-038,TMP915,Temperature,3.5,2026-05-06 09:00:00,,,3.5
RDG-TMP-0020,RFID-004,TMP328,Temperature,13.5,2026-05-06 09:00:00,,,13.5
RDG-GPS-0143,RFID-018,GPS202,GPS,"14.488092,120.9751",2026-05-06 09:00:00,14.488092,120.9751,
RDG-RFD-0051,RFID-013,RFD852,RFID,VERIFIED,2026-05-06 09:00:00,,,
RDG-RFD-0076,RFID-018,RFD752,RFID,FLAGGED,2026-05-06 09:00:00,,,
RDG-RFD-0108,RFID-025,RFD232,RFID,VERIFIED,2026-05-06 09:00:00,,,
